,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
11448,This is a funny hair phase ,1,0,0,0,1,27,6,0,0,4.0
11449,This new camera is awesome ,1,0,0,1,0,27,5,0,0,4.0
11450,"Let's try and be artsy, take an artsy picture that you think is *""artsy"" lol and tag me and tag ",1,0,0,0,0,96,20,0,0,3.0
11451,Locked and loaded he's like a little kid watching cartoons I've been trying to get his attention for 3 hours now ,1,0,0,1,0,113,21,0,0,2.0
11452,Throwback with Dave Reynolds ,1,0,0,0,0,29,4,0,0,0.0
11453,We all believe in you!! Praying for you Lamar ,1,0,0,0,0,46,9,0,0,1.0
11454,Please preorder my album on  ,1,0,0,0,0,29,5,0,0,1.0
11455,Me and bear man  ,1,0,0,0,0,17,4,2,0,0.0
11456,not really sad it's just for effect ,1,0,0,0,1,36,7,0,0,-2.0
11457,Me and the bear man  ,1,0,0,0,0,21,5,2,0,0.0
11458,Long day but had to come and show love to my girl Karla! ,1,0,0,1,0,57,13,0,2,3.0
11459,18 new songs... ,1,0,0,0,0,16,3,0,0,0.0
11460,Midnight ,1,0,0,0,0,9,1,0,0,0.0
11461,Always got love for you ,1,0,0,1,0,24,5,0,0,3.0
11462,Thank you for the love!! If you guys wanna find the exclusive stuff checkout their stuff. ,1,0,0,1,0,90,16,1,0,7.0
11463,One month to go... 3 years in the making. ,1,0,0,0,0,42,9,0,0,0.0
11464,Y'all better not come to my studio with that fake shit -drake (calm down it's just a drake line lol) ,1,0,0,1,2,101,20,0,0,0.0
11465,Throwback me and the one and only gortat ,1,0,0,0,0,41,8,0,0,0.0
11466,Ready for war  ,1,0,0,1,0,15,3,0,0,-2.0
11467,are u ready????? ,1,0,0,0,0,17,3,0,0,0.0
11468,Supposed to be my little brother Jaxon ,1,0,0,0,0,39,7,2,0,0.0
11469,Hails ,1,0,0,0,0,6,1,0,0,0.0
11470,Don't take moments for granted ,1,0,0,0,0,31,5,0,0,1.0
11471,Check the interview complexmagazine.com ,1,0,0,0,0,40,4,0,0,0.0
11472,Me And ,1,0,0,0,0,7,2,0,0,0.0
11473,Thank you again ,1,0,0,1,0,16,3,0,0,2.0
11474,Xfactor was lit ,1,0,0,0,0,16,3,0,0,0.0
11475,Loved meeting some make a wish kids today they were beautiful !! Thank you for lol of the love and hugs!! You guys are my Favorite! ,1,0,0,4,0,132,26,1,0,19.0
11476,No pressure ,1,0,0,0,0,12,2,0,0,-2.0
11477,Wtf is that in the sky? !!!!!! ,1,0,0,0,0,31,7,0,0,-4.0
11478,I feel like I look like a real skater here ,1,0,0,2,0,43,10,0,0,4.0
11479,Great nights with great people btw my eyebrows are like a ski ramp ,1,0,0,3,0,67,13,0,0,8.0
11480,to Ed Belfour !! ,1,0,0,0,0,17,4,0,0,0.0
11481,evil Jb ,1,0,0,0,1,8,2,0,0,-3.0
11482,Glacier dip in ,1,0,0,0,0,15,3,0,0,0.0
11483,Happy birthday Bill Murray ,1,0,0,1,0,27,4,0,0,3.0
11484,Haha Diplo getting his stretch on.. Lol idk why this is so funny.. Diplo u know u don't ball ,1,0,0,0,0,93,19,0,0,10.0
11485,Love at 1st sprite ,1,0,0,1,0,19,4,0,0,3.0
11486,So proud of you made me tear up knowing how hard you have worked and knowing how good that must have felt. Your the champ but you've always been a champ in my eyes ,1,0,0,5,1,164,34,0,0,4.0
11487,channeling his inner ,1,0,0,0,0,21,3,0,0,0.0
11488,Women's hats boys trip I've missed leg day a couple times josh sandwich ,1,0,0,0,1,72,13,1,0,-2.0
11489,Loved meeting Jennifer Garner she's so awesome ,1,0,0,2,0,47,7,0,0,7.0
11490,Promos been Fun early mornings late nights ,1,0,0,1,0,43,7,0,0,4.0
11491,Had fun last night man!! Love you ,1,0,0,2,0,34,7,0,0,7.0
11492,Shawn I checked out the music and I'm so proud! So glad to see another boy from Canada crushin it. ,1,0,0,1,0,99,20,2,0,5.0
11493,The amazing John Lennon ,1,0,0,1,0,24,4,0,0,4.0
11494,Looks like we have a new selfie king ,1,0,0,1,0,37,8,2,0,2.0
11495,bts of the video. ,1,0,0,0,0,18,4,0,0,0.0
11496,Diplo ,1,0,0,0,0,6,1,0,0,0.0
11497,Diplo knows what I mean ,1,0,0,0,0,24,5,0,0,0.0
11498,Congrats on a great win ,1,0,0,2,0,24,5,0,0,9.0
11499,"Like always, I'm supporting tonight live on PPV. Get the fight here: www.MayPerView.TV. ",1,0,0,2,0,88,13,0,0,2.0
11500, had the club lit last night ,1,0,0,0,0,29,6,0,0,0.0
11501,Performing tomorrow on the today show come find me ,1,0,0,0,0,51,9,0,0,0.0
11502,Me and T-bear from the lake ,1,0,0,0,0,28,6,0,0,0.0
11503,Rad ,1,0,0,0,0,4,1,0,0,0.0
11504,... Help me and spread awareness for 250 million kids who deserve to read and write. ,1,0,0,0,0,85,16,0,0,2.0
11505,Little Justin ,1,0,0,0,0,14,2,0,0,0.0
11506,Seek me and you will find me - God ,1,0,0,0,0,35,9,0,0,1.0
11507,Thank you and your family for being so welcoming and inviting me with open arms to your lake house it was amazing ,1,0,0,2,0,114,22,0,0,7.0
11508,Me and my boy cooper!! ,1,0,0,0,0,23,5,2,0,0.0
11509,shoutout for the photo love ,1,0,0,1,0,28,5,0,0,3.0
11510,"Guyth I'm gonna be on fallon tonight, I'm performing with the roots!  ",1,0,0,0,0,70,12,0,0,0.0
11511,We all fly ,1,0,0,0,0,11,3,0,0,0.0
11512,Follow me on snapchat rickthesizzler ,1,0,0,0,0,37,5,0,0,0.0
11513,Dad always playin it cool ,1,0,0,1,0,26,5,2,0,1.0
11514,My new music video for is on now. Let me know what you think. ,1,0,0,0,0,62,14,0,0,0.0
11515,This is how you make me feel ,1,0,0,0,0,29,7,0,0,0.0
11516,Runaway love ,1,0,0,1,1,13,2,0,0,3.0
11517,I look fat in this picture ,1,0,0,0,1,27,6,0,0,0.0
11518,1 day til ,1,0,0,0,0,10,3,0,0,0.0
11519,I took this on my iPhone today thought it was pretty sick ,1,0,0,1,1,58,12,0,0,-1.0
11520,Just saw this in the street. Hearing on the radio. Thanks. Do you have yet? Post videos of you singing it like ,1,0,0,1,0,111,22,0,0,4.0
11521,Funniest thing I've ever seen. Love u for making it ,1,0,0,1,0,52,10,0,0,3.0
11522,i'm back. on now. http://smarturl.it/sWDYM ,1,0,0,0,0,43,5,0,0,0.0
11523,1 ,1,0,0,0,0,2,1,0,0,0.0
11524,5 hours ,1,0,0,0,0,8,2,0,0,0.0
11525,6 hours ,1,0,0,0,0,8,2,0,0,0.0
11526,10 hours to go Worldwide! The amazing is excited! :) u ready??? ,1,0,0,1,0,64,12,0,0,7.0
11527,You know my girl had to be here. ,1,0,0,0,0,33,8,0,2,0.0
11528,Everyone should listen to he knows what he is talking about. ;) ,1,0,0,0,0,64,12,4,0,0.0
11529,I love this dog! Thanks ,1,0,0,1,0,24,5,0,0,5.0
11530,:) 1 Day ,1,0,0,0,0,9,3,0,0,0.0
11531,What Do You Mean? see you Sunday ,1,0,0,0,0,33,7,0,0,0.0
11532,Only Lol. It's true. I'm performing on the :) ,1,0,0,0,0,46,9,0,0,5.0
11533,Thanks lol. oh and one more thing.... ,1,0,0,0,0,38,7,0,0,5.0
11534,This is creative. Thanks Very cool and that's some effort. Lol. ,1,0,0,1,0,64,11,0,0,8.0
11535,LEGEND! 48 hours to go! ,1,0,0,0,0,24,5,0,0,0.0
11536,Lol. Love you bro. What Do You Mean? ,1,0,0,1,0,37,8,0,0,6.0
11537,Yep knows. What Do You Mean? ,1,0,0,0,0,29,6,0,0,0.0
11538,What Do You Mean? ,1,0,0,0,0,18,4,0,0,0.0
11539,2 days ,1,0,0,0,0,7,2,0,0,0.0
11540,Fellow Canadian thanks. ,1,0,0,0,0,24,3,0,0,2.0
11541,3 Days left ain't right without my guy . Good to see him playing a sport he might be good at. Lol. Thanks Chris. in ,1,0,0,3,0,116,25,3,0,11.0
11542,One of the best guys I know. knows! What Do You Mean? ,1,0,0,1,0,54,12,1,0,3.0
11543,3 Days ,1,0,0,0,0,7,2,0,0,0.0
11544,This song is going worldwide in See u soon France! thanks for the support! What Do You Mean? ,1,0,0,0,0,93,18,0,0,4.0
11545,U know I love country. Thanks . What Do You Mean. ,1,0,0,1,0,50,11,0,0,5.0
11546,It is a beautiful day. On my way to see 4 Days to go. ,1,0,0,1,0,54,14,0,0,3.0
11547,Had fun tonight !!! Thanks billboard ,1,0,0,1,0,37,6,0,0,6.0
11548,It's a beautiful Sunday and my friend and the family know we got until :) ,1,0,0,1,0,74,15,0,0,4.0
11549,5 Days ,1,0,0,0,0,7,2,0,0,0.0
11550,Thanks See u Monday. what do you mean? ,1,0,0,0,0,39,8,0,0,2.0
11551,This is Worldwide. What Do You Mean? ,1,0,0,0,0,37,7,0,0,0.0
11552,6 Days ,1,0,0,0,0,7,2,0,0,0.0
11553,What Do You Mean? Chris Martin of Thanks ,1,0,0,0,0,41,8,0,0,2.0
11554,Amazing album by is out today. Really proud of her. And she loves Get her album today and :) ,1,0,0,3,0,93,19,0,2,9.0
11555,Thanks. ,1,0,0,0,0,8,1,0,0,2.0
11556,7 Days... 1 week to go ,1,0,0,0,0,23,6,0,0,0.0
11557,what do you mean? Thanks music video on the way ,1,0,0,0,0,48,10,0,0,2.0
11558,is the man. ,1,0,0,0,0,12,3,0,0,0.0
11559,What Do You Mean? she has always been there for me. Love Ellen. See you soon. ,1,0,0,1,0,78,16,0,2,3.0
11560,8 Days ,1,0,0,0,0,7,2,0,0,0.0
11561,8 days ,1,0,0,0,0,7,2,0,0,0.0
11562,And the girls now go crazy lol. thanks guys ,1,0,0,0,1,44,9,1,2,3.0
11563,Love this guy. ,1,0,0,1,0,15,3,0,0,3.0
11564,9 Days ,1,0,0,0,0,7,2,0,0,0.0
11565,Thanks . What Do You Mean? ,1,0,0,0,0,27,6,0,0,2.0
11566,10 Days. Also ,1,0,0,0,0,14,3,0,0,0.0
11567,11 Days ,1,0,0,0,0,8,2,0,0,0.0
11568,12 Days ,1,0,0,0,0,8,2,0,0,0.0
11569,Thanks 13 days ,1,0,0,0,0,15,3,0,0,2.0
11570,13 Days ,1,0,0,0,0,8,2,0,0,0.0
11571,Thanks . What Do You Mean? :) ,1,0,0,0,0,30,7,0,0,2.0
11572,14 Days ,1,0,0,0,0,8,2,0,0,0.0
11573,What Do You Mean? Taking it worldwide . ,1,0,0,0,0,40,8,0,0,0.0
11574,15 Days ,1,0,0,0,0,8,2,0,0,0.0
11575,What Do You Mean? Lol Feel better Meghan ,1,0,0,1,0,41,8,0,0,5.0
11576,16 Days ,1,0,0,0,0,8,2,0,0,0.0
11577,Thanks. until ,1,0,0,0,0,14,2,0,0,2.0
11578,17 Days ,1,0,0,0,0,8,2,0,0,0.0
11579,Hottest couple in the game ,1,0,0,1,0,27,5,0,0,0.0
11580,18 Days ,1,0,0,0,0,8,2,0,0,0.0
11581,Caught a big one lol ,1,0,0,0,0,21,5,0,0,4.0
11582,19 Days ,1,0,0,0,0,8,2,0,0,0.0
11583,20 Days ,1,0,0,0,0,8,2,0,0,0.0
11584,Miss u buddy ,1,0,0,0,1,13,3,0,0,-2.0
11585,21 Days ,1,0,0,0,0,8,2,0,0,0.0
11586,Lil bro showing me his karate on FaceTime ,1,0,0,0,0,42,8,1,0,0.0
11587,22 Days ,1,0,0,0,0,8,2,0,0,0.0
11588,What Do You Mean? Hanging with a bunch of people who met on farmers only dot com. Lol. but no ,1,0,0,0,0,94,20,0,0,2.0
11589,23 Days ,1,0,0,0,0,8,2,0,0,0.0
11590,24 Days ,1,0,0,0,0,8,2,0,0,0.0
11591,When my big bro can't spell my name right. Smh. get him! Lol. ,1,0,0,0,0,62,13,1,0,4.0
11592,25 Days ,1,0,0,0,0,8,2,0,0,0.0
11593,Had fun tonight ,1,0,0,1,0,16,3,0,0,4.0
11594,Boys night ,1,0,0,0,0,11,2,1,0,0.0
11595,26 Days ,1,0,0,0,0,8,2,0,0,0.0
11596,27 Days ,1,0,0,0,0,8,2,0,0,0.0
11597,Even is excited. ,1,0,0,0,0,17,3,0,0,3.0
11598,MY SINGLE WHAT DO YOU MEAN IS COMING OUT STAY TUNED!! ,1,0,0,0,0,54,11,0,0,0.0
11599,28 Days ,1,0,0,0,0,8,2,0,0,0.0
11600,29 Days ,1,0,0,0,0,8,2,0,0,0.0
11601,Literally dead ,1,0,0,0,1,15,2,0,0,-3.0
11602,What Do You Mean ,1,0,0,0,0,17,4,0,0,0.0
11603,30 days ,1,0,0,0,0,8,2,0,0,0.0
11604,With the coolest Baldwin I know ,1,0,0,1,0,32,6,0,0,0.0
11605,tonight at 9/8c on ,1,0,0,0,0,19,4,0,0,0.0
11606,Waves are out of control ,1,0,0,0,0,25,5,0,0,0.0
11607,Taller than ,1,0,0,0,0,12,2,0,0,0.0
11608,My chill spot ,1,0,0,0,1,14,3,0,0,0.0
11609,Thank you Kanye for the shoes ,1,0,0,1,0,30,6,0,0,2.0
11610,Love these Nike Sb's ,1,0,0,1,0,21,4,0,0,3.0
11611,Don't be a someday thinker ,1,0,0,0,0,27,5,0,0,0.0
11612,Esther ,1,0,0,0,0,7,1,0,0,0.0
11613,Where r u now that i need u ,1,0,0,0,0,28,8,0,0,0.0
11614,Wow Kelly makes me feel some type of way  no disrespect I know she's married! ,1,0,0,1,1,78,15,0,0,1.0
11615,Couldn't chose which one to post ,1,0,0,0,0,33,6,0,0,0.0
11616,My pup ,1,0,0,0,0,7,2,0,0,0.0
11617,Hey I Deleted the photo of my butt on Instagram not because I thought it was bad but someone close to me's daughter follows me and she was embarrassed that she saw my butt and I totally wasn't thinking in that aspect. And I felt awful that she felt bad. To anyone I may have offended I'm so sorry. It was completely pure hearted as a joke but didn't take in account there are littles following me!!! Love u guys ,1,0,0,2,3,412,80,1,8,-8.0
11618,lol thanks for watching out for me GOT MY WISDOM teeth out and haven't slept!! where you at ,1,0,0,1,0,92,18,0,0,6.0
11619,This is for the strongest couple i know Chad and Julia Veach! Their daughter was born with Lissencephaly. She is incredible and has the sweetest soul. You guys make me better and I'm blessed to have you in my life ,1,0,0,3,0,214,40,1,4,7.0
11620,Met and hung out with the coolest married couples last night and then this happened ,1,0,0,1,1,84,15,0,0,0.0
11621,Exactly why i hate sharks they told us reef sharks don't bite ,1,0,0,0,1,62,12,0,0,-3.0
11622,Happy 4th ,1,0,0,1,0,10,2,0,0,3.0
11623,Sometimes we feel like why am in this place right now why am I not where I wanna be? There are lessons you can learn on the journey that you can't get when you are at your destination. THE BEST IS YET TO COME! ,1,0,0,3,0,210,44,0,0,5.0
11624,You're only as good as the people you surround yourself with ,1,0,0,1,0,61,11,0,0,3.0
11625,Fix my eyes  ,1,0,0,0,0,13,3,0,0,0.0
11626,Smiles ,1,0,0,1,0,7,1,0,0,2.0
11627,Vans on vans on vans ,1,0,0,0,0,21,5,0,0,0.0
11628,"Back with the two best human beings on the planet they inspire me to be better, thank you for pouring your heart out to me so I can continue to pour into others ",1,0,0,3,0,161,33,0,0,9.0
11629,What tree is this ,1,0,0,0,0,18,4,0,0,0.0
11630,Where are you now video Monday ,1,0,0,0,0,31,6,0,0,0.0
11631,This white wall is infamous ,1,0,0,0,1,28,5,0,0,0.0
11632,Jaxon you are something else ,1,0,0,0,0,29,5,0,0,0.0
11633, ,1,0,0,0,0,1,0,0,0,0.0
11634,We made it ,1,0,0,0,0,11,3,0,0,0.0
11635,All I'm missin is a bride ,1,0,0,0,0,26,6,0,2,0.0
11636,Outfits on point ,1,0,0,0,0,17,3,0,0,0.0
11637,Life is what u make it ,1,0,0,0,0,23,6,0,0,0.0
11638,Hands up it was a pleasure sharing the stage with u ,1,0,0,1,0,52,11,0,0,3.0
11639,On my way ,1,0,0,0,0,10,3,0,0,0.0
11640,Some things you have to learn in the valley that you can't learn on the mountain top ,1,0,0,1,0,85,17,0,0,2.0
11641,"This reminds me how amazing life is supposed to be.. If you are discouraged listen to this song it will bring you supernatural peace, at least it did for me! ",1,0,0,1,0,158,30,0,0,4.0
11642,Shoutout & ,1,0,0,0,0,11,2,0,0,0.0
11643,All day ,1,0,0,0,0,8,2,0,0,0.0
11644,Start with nothing leave with something ,1,0,0,0,0,40,6,0,0,-1.0
11645,Boys are back in town ,1,0,0,0,0,22,5,1,0,0.0
11646,When two or more come together ,1,0,0,0,0,31,6,0,0,0.0
11647,Check the boots ,1,0,0,0,0,16,3,0,0,0.0
11648,Love this kid ,1,0,0,1,0,14,3,0,0,3.0
11649,[pasdefaux] shout out to my boy mthe CEO and designer of for the pieces ,1,0,0,0,0,72,14,2,0,0.0
11650,Please listen to this. This is sooooo good. I can't stop listening to it. I haven't been blown away like this in a long time. Allen Stone u are Amazing my emotions are moving and I don't know what to do lol ,1,0,0,2,0,207,42,0,0,12.0
11651,The one and only ,1,0,0,0,0,17,4,0,0,0.0
11652,Where should i go ,1,0,0,0,0,18,4,0,0,0.0
11653,Never lose your sense of wonder ,1,0,0,1,1,32,6,0,0,0.0
11654,Photo by: ,1,0,0,0,0,10,2,0,0,0.0
11655,Add my snapchat: rickthesizzler ,1,0,0,0,0,32,4,0,0,0.0
11656,Pit stop in Alaska Hong Kong here we come ,1,0,0,0,0,42,9,0,0,-1.0
11657,Action Jaxon ,1,0,0,0,0,13,2,0,0,0.0
11658,And the cuteness just won't stop ,1,0,0,1,0,33,6,0,0,2.0
11659,Love you more than anything Jaxon ,1,0,0,1,0,34,6,0,0,3.0
11660,"Check out Mateo, great song. Proud of you bud ",1,0,0,2,0,46,9,0,0,5.0
11661,What a MUFFIN ,1,0,0,0,0,14,3,0,0,0.0
11662,Look who's Layin on my lap ,1,0,0,0,0,27,6,0,0,0.0
11663,Get off ur phone ,1,0,0,0,0,17,4,0,0,0.0
11664,Thank u for the fear of God stuff . Jerry Lorenzo is pushing fashion culture forward and I'm glad to know him. ,1,0,0,2,1,111,22,0,0,4.0
11665,U can see my nips if u look close ,1,0,0,0,0,34,9,0,0,0.0
11666,Funniest text today thanks ,1,0,0,0,0,27,4,0,0,2.0
11667,"Vindicate me, my god, and plead my cause against an unfaithful nation. Rescue me from those who are deceitful and wicked. - Psalms 43 I'm not religious nor do i think I have ANYTHING figured out that's why I call out on God to help me through what I can't do on my own. Developing my relationship with God has been the coolest thing I've experienced, to know that I'm not alone and I don't have to live in fear. Never feel like I'm pushing anything on u but sharing the good news I've felt in my own life. ",1,0,0,3,2,506,99,0,0,5.0
11668,Little sweat never hurt nobody ,1,0,0,0,1,31,5,0,0,-2.0
11669,Great end to a great day ,1,0,0,2,0,25,6,0,0,6.0
11670,"Just got off FaceTime with the beautiful .. I miss your breakfast, well I guess I miss u too ",1,0,0,2,2,93,19,0,0,-1.0
11671,Me and the boys. I love these guys ,1,0,0,1,0,35,8,1,0,3.0
11672,I love Cali ,1,0,0,1,0,12,3,0,0,3.0
11673,"This little 4'9 woman may not look like a mom but she is, and she's the best at it!. This woman taught me everything I know, how to love how to be compassionate how to be strong when the only thing u wanna be is weak how to stand when all you want to do is fall. If it wasn't for this woman lets just say I would have had a way LONGER stupid phase. I love u and thank u for not giving up on me! ",1,0,0,7,2,395,87,0,10,14.0
11674,(via ,1,0,0,0,0,5,1,0,0,0.0
11675,Me and the queen ,1,0,0,0,0,17,4,0,2,0.0
11676,Let's go champ ,1,0,0,1,0,15,3,0,0,0.0
11677,Cartoon me ,1,0,0,0,0,11,2,0,0,0.0
11678,Sometimes I wonder ,1,0,0,1,0,19,3,0,0,0.0
11679,I love u ,1,0,0,1,0,9,3,0,0,3.0
11680,Little nhl to end the night ,1,0,0,0,0,28,6,0,0,0.0
11681,"I just landed in Europe, shopping bags I'm a tourist ",1,0,0,0,0,53,10,0,0,0.0
11682,New internet phenomenon ,1,0,0,0,0,24,3,0,0,0.0
11683,If I had the swag this kid has when I was his age. Kids these days got the sauce! ,1,0,0,0,0,82,19,0,0,0.0
11684,and I ,1,0,0,0,0,6,2,0,0,0.0
11685,Late nights in Miami ,1,0,0,0,0,21,4,0,0,0.0
11686,"Had fun with u Ariana, even tho I forgot all the words haha ",1,0,0,1,0,60,13,0,0,6.0
11687,Mason is cool as a fan ,1,0,0,1,0,23,6,0,0,4.0
11688,The kids gotta eat too ,1,0,0,0,0,23,5,0,0,0.0
11689,Today is randomly national puppy day ,1,0,0,0,1,37,6,0,0,0.0
11690,Say hello to the newest member of the bieber family ,1,0,0,0,0,52,10,0,0,0.0
11691,Just met the cutest baby ever ,1,0,0,0,0,30,6,0,0,0.0
11692,Great night tonight boys.. shoutout it was his night ,1,0,0,1,0,53,9,0,0,3.0
11693,Madonna ,1,0,0,0,0,8,1,0,0,0.0
11694,Work hard play hard ,1,0,0,1,2,20,4,0,0,-2.0
11695,I like this fit ,1,0,0,1,0,16,4,0,0,3.0
11696,Ducati on a Tuesday ,1,0,0,0,0,20,4,0,0,0.0
11697,Night ,1,0,0,0,0,6,1,0,0,0.0
11698,Getting the champ ready for the fight ,1,0,0,2,0,38,7,0,0,-1.0
11699,Ready for the roast ,1,0,0,1,0,20,4,0,0,0.0
11700,Woooooooooooooooo ,1,0,0,0,0,18,1,0,0,0.0
11701,Great time at glad I could be a part of it. Great cause! Got to help make college a reality for cancer survivors. ,1,0,0,3,1,114,23,0,0,10.0
11702,Hello old bieber hair I got it back lol ,1,0,0,0,0,40,9,0,0,3.0
11703,Hard work. Dedication ,1,0,0,0,1,22,3,0,0,1.0
11704,Great birthday  and I'm not fat it's the angle ,1,0,0,1,1,47,9,0,0,3.0
11705,Just some fun and games ,1,0,0,1,0,24,5,0,0,4.0
11706,Look at pops double chin ,1,0,0,0,0,25,5,0,0,0.0
11707,Happy birthday Ed ! ,1,0,0,1,0,20,4,0,0,3.0
11708,with good people ,1,0,0,1,0,17,3,0,0,3.0
11709,and it's just a mixtape. ,1,0,0,0,0,25,5,0,0,0.0
11710,New yeezys ,1,0,0,0,0,11,2,0,0,0.0
11711,Straight out of sons of anarchy ,1,0,0,0,1,32,6,1,0,1.0
11712,600 yards ,1,0,0,0,0,10,2,0,0,0.0
11713,Dichotomy ,1,0,0,0,0,10,1,0,0,0.0
11714,Congrats great show ,1,0,0,1,0,20,3,0,0,5.0
11715,My lil cutie ,1,0,0,0,0,13,3,0,0,0.0
11716,Not about what you do but who u do it with. Love these guys! ,1,0,0,1,0,61,14,0,0,3.0
11717,Met this inspiring young lady Kilee! She is so special! ,1,0,0,1,0,56,10,0,6,3.0
11718,Watch Ellen this afternoon :) ,1,0,0,0,0,30,5,0,0,0.0
11719,"Add me on the shots app, download is in my bio ",1,0,0,0,0,47,11,0,0,0.0
11720,My boy Montez from workaholics ,1,0,0,0,0,31,5,2,0,0.0
11721,Nice Pose Ryan  ,1,0,0,1,0,16,3,0,0,3.0
11722,Ryan thinks he's superman smh ,1,0,0,0,0,30,5,1,0,0.0
11723,Beautiful. Any day now scoot and Yael ,1,0,0,0,0,38,7,0,0,3.0
11724,Photoshop lol ,1,0,0,0,0,14,2,0,0,3.0
11725,Scarlett Johansson is soooo awesome ,1,0,0,1,0,36,5,0,0,4.0
11726,For all u fools saying cut my hair it's in an awkward stage I'm sorry lol. But I'm growing it out and there's gonna a be a period of time where it looks dumb lol a hat only does so much. lol ,1,0,0,0,3,191,42,0,0,1.0
11727,Haha saw this driving by pretty sick ,1,0,0,1,1,37,7,0,0,2.0
11728, ,1,0,0,0,0,1,0,0,0,0.0
11729,For her ,1,0,0,0,0,8,2,0,0,0.0
11730,My brothaaaa ,1,0,0,0,0,13,2,0,0,0.0
11731,This is just the start of the year ,1,0,0,0,0,35,8,0,0,0.0
11732,Officially a part of the legacy. Check out for more. ,1,0,0,0,0,53,10,0,0,0.0
11733,I love this song https://t.co/130KpB7Oz6 ,1,0,0,1,0,41,5,0,0,3.0
11734,This dude ,1,0,0,0,0,10,2,0,0,0.0
11735,Love this guy one of my best friends and wouldn't want bring in the new year with anyone else!! ,1,0,0,2,0,96,19,1,0,7.0
11736,Look at the lady to the left she's like wtf is going on ,1,0,0,1,0,56,13,0,4,-2.0
