Caption,Instagram,YouTube,Twitter
moooorning ,1,0,0
 ,1,0,0
yesssss ,1,0,0
touch ups. BTS ,1,0,0
team work. ,1,0,0
whyyyyy mom?! ,1,0,0
vintage Hermes ,1,0,0
the wife of Pablo ,1,0,0
me + Pablo ,1,0,0
 ,1,0,0
goals goals goals ,1,0,0
snapchat: kendalljenner ,1,0,0
boy talk ,1,0,0
 cuz I'm a lady that's why  ,1,0,0
 ,1,0,0
happy birthday Bobby boy! and happy St. Patrick's day!  ,1,0,0
FendiRome ,1,0,0
Fashion Month  ,1,0,0
2 ,1,0,0
go to bed Karl...JK love you ,1,0,0
MOOD  ,1,0,0
 ,1,0,0
opened and closed LOVE YOU !!! ,1,0,0
paris ,1,0,0
FORE ,1,0,0
Dead Poets Society ,1,0,0
missing family  ,1,0,0
Happy Birthday. we miss you  ,1,0,0
look how they shine for you  ,1,0,0
March Vogue by ,1,0,0
Shirt by History by ,1,0,0
new underwear ,1,0,0
daisy long legs ,1,0,0
bodyguard chic ,1,0,0
 flashback ,1,0,0
 ,1,0,0
ZAZAVDAY ,1,0,0
 ,1,0,0
yeezy season 3  ,1,0,0
Today show this morning with Wrangler  Kendall + Kylie ,1,0,0
a moment last night. Kendall + Kylie ,1,0,0
snow shoes ,1,0,0
Kendall + Kylie squad ,1,0,0
booty ,1,0,0
zee hotline ,1,0,0
"deep convo about, well...nothing else but of course.  ",1,0,0
life size ,1,0,0
trippy ,1,0,0
call for a good time  ,1,0,0
similar career paths ,1,0,0
pizza boys ,1,0,0
"me, not done by me  ",1,0,0
no touchy ,1,0,0
R.I.P. ,1,0,0
yes ,1,0,0
Victor all up in my selfie. set ,1,0,0
by me ,1,0,0
shot by ,1,0,0
class ,1,0,0
"new year, new hammock ",1,0,0
throwback. I love you my sister  ,1,0,0
I guess Penelope and North are the only nice ones  Merry Christmas!  ,1,0,0
momma's house  CHRISTMAS ,1,0,0
making snow on Christmas Eve ,1,0,0
so over it ,1,0,0
it's a KenGi xmas  ,1,0,0
"Vogue Brasil cover shot by one of my favorite humans ...if anyone knows about my modeling journey they know that this man is one of the reasons I am where I'm at today. so cool to do this cover story with you, Russell.  ",1,0,0
5:19pm ,1,0,0
me as a mom. ,1,0,0
Kylie is a ninja ,1,0,0
Cali xmas ,1,0,0
tree hugger ,1,0,0
tonight  ,1,0,0
get our new party looks at Topshop.com ,1,0,0
flashback. rehearsal day for Dec. 8th ,1,0,0
a sharks gotta do what a sharks gotta do... ,1,0,0
set vibes today. ,1,0,0
Faux Cig.  ,1,0,0
I'm working really hard ,1,0,0
mom? ,1,0,0
UGG Love  ,1,0,0
disco disco ,1,0,0
 ,1,0,0
me as Alice. December Vogue ,1,0,0
quick trip  ,1,0,0
I'm sending love and prayers all over the world tonight. ,1,0,0
ok I lied ... last one! byeeeee  ,1,0,0
sorry I'm just all emotional and excited about what happened yesterday. last one for now  ,1,0,0
look 2  ,1,0,0
just da baby  ,1,0,0
before the runway  ,1,0,0
last night  ,1,0,0
boys room ,1,0,0
rehearsal  learning from one of the best ,1,0,0
final touches at fitting! excited for tomorrow  ,1,0,0
Miss Daisy ,1,0,0
missing the littlest one ,1,0,0
my favorite photo for all 40 mill of you. genuine happiness...taken by lil Ky ,1,0,0
the best birthday present EVER! always been one of my biggest dreams to be on this catwalk. 's newest recruits. oh and I get to do it with my best friend  ,1,0,0
lady Karl last night  ,1,0,0
Captain P! small but mighty ,1,0,0
me as a Gap baseball player? ,1,0,0
mood af ,1,0,0
I get to drive past this everyday.  ,1,0,0
batman bunny ,1,0,0
airport flow ,1,0,0
sister Sunday ,1,0,0
moment. thanks to for my new jeans. back pocket  ,1,0,0
pink baby ,1,0,0
shooting with the bestie and for November > ,1,0,0
bit of Little Willie John to get us into a groove November ,1,0,0
morning NYC and  ,1,0,0
puppies ,1,0,0
"more tea. and are helping to save lives and end breast cancer by empowering others and investing in science to find cures. By purchasing a bracelet, you're supporting breast cancer research.  ",1,0,0
shapes ,1,0,0
me&tea ,1,0,0
CaKe baby ,1,0,0
washing away my sins   ,1,0,0
PARIS ,1,0,0
sun never sets on a badass ,1,0,0
no nip slip ,1,0,0
So thrilled to pose with my family for the first time in FOREVER in honor of 50th birthday issue! November issue in stores everywhere next week. ,1,0,0
moms my biggest fan  ,1,0,0
creepin ,1,0,0
BALMAIN BOOTY ,1,0,0
back to  ,1,0,0
beware of Dogg ,1,0,0
60's gentleman ,1,0,0
witchy shadow ,1,0,0
sunrise ,1,0,0
2 Vogue covers in 2 days!!! what is life?! cover shot by ,1,0,0
more from my inside cover story ,1,0,0
inside cover story ,1,0,0
oh good morning! here's my new cover! shot by my loves  ,1,0,0
serious fashion crew! great week ,1,0,0
fierceness ,1,0,0
thanks Derek  ,1,0,0
 ,1,0,0
post Givenchy ,1,0,0
idiots at the Open  ,1,0,0
YO. GOALS. ,1,0,0
strong summer vibes ,1,0,0
see-through city ,1,0,0
bed all day. Rodeo tonight. ,1,0,0
missing these snuggles ,1,0,0
hide and seek ,1,0,0
me's ,1,0,0
 ,1,0,0
 ,1,0,0
last night  ,1,0,0
ahoy ,1,0,0
g-night ,1,0,0
baeeeewatch ,1,0,0
photo booth ,1,0,0
September Vogue ,1,0,0
baby face in September Vogue ,1,0,0
September Vogue shot by Inez & Vinoodh ,1,0,0
BRAD ,1,0,0
 ,1,0,0
 ,1,0,0
currently. ,1,0,0
I BE IN THE KITCHEN COOKIN' PIES ,1,0,0
weekend vibes ,1,0,0
with passion ,1,0,0
Yogi goals ,1,0,0
when you start realizin shit.  Norman is me ,1,0,0
65' ,1,0,0
cola ,1,0,0
adventures of wigi and wenny ,1,0,0
still w/ ,1,0,0
w/ ,1,0,0
rainy day ,1,0,0
sister squad! F/W 2015 shot by ,1,0,0
when sis don't do as I say  F/W 2015 Ad Campaign. photographed by Mario Sorrenti ,1,0,0
fam blacked out ,1,0,0
new shot by Karl Lagerfeld....NO BIG DEAL  ,1,0,0
 ,1,0,0
"babe, you're blue ",1,0,0
new for underwear ,1,0,0
little tease at the new underwear  ,1,0,0
of course I said yes  ,1,0,0
tonight show backstage ,1,0,0
land of the free  ,1,0,0
coffee? ,1,0,0
Warhol ,1,0,0
"and by ""you"" I mean all 30 million  ",1,0,0
table for two  ,1,0,0
check out my mini ,1,0,0
cuuuute ,1,0,0
still can't hear ,1,0,0
G-spot doesn't play by the rules ,1,0,0
 ,1,0,0
x xxxx xxx ,1,0,0
FASHION GANG FASHION FAM...cover of Vogue Japan ,1,0,0
my exclusive lipstick shade is out today! esteelauder.com/kendall = where it's at  ,1,0,0
"my whole life this soul was my daddy and just because your appearance is different now doesn't mean you were any less of a father to me my entire life. happy Father's Day to the person who raised me, and taught me everything I know, my hero. ",1,0,0
yesterday with for the ,1,0,0
late night. too cool. ,1,0,0
city bike ,1,0,0
byeee ,1,0,0
carpet cartwheels! ,1,0,0
Hong Kong with ,1,0,0
who needs one ad when you can have two...at the same time.  ,1,0,0
landed ,1,0,0
magical morning ,1,0,0
I only FaceTime foods ,1,0,0
stolen.  ,1,0,0
mini world tour ,1,0,0
rough morning? ,1,0,0
I'm North today. ,1,0,0
first tennis court in BH. 1911 ,1,0,0
I'm losing it ,1,0,0
we out here ,1,0,0
New China Vogue cover with shot by  ,1,0,0
"something exciting with next week, stay tuned!  ",1,0,0
strawberry swing ,1,0,0
 ,1,0,0
hey driver... ,1,0,0
blur put my brows on fleeek... da fuck ,1,0,0
 ,1,0,0
 ,1,0,0
"I shall call him squishy and he shall be mine, and he shall be my squishy. ",1,0,0
Alaia is even better in the wind ,1,0,0
Princess K (that's the boats name) (really) ,1,0,0
I had fun ,1,0,0
CaKe in Cannes! I missed you ,1,0,0
always ,1,0,0
The secrets revealed! My outfit tonight is one of the first pieces from the H&M x Balmain designer collaboration! ,1,0,0
my favorite human ,1,0,0
cuz she's a cool mom ,1,0,0
 happy Mother's Day mom! I love you to death ,1,0,0
you're welcome... ,1,0,0
you're the worst ,1,0,0
everything goals ,1,0,0
thank you for last night ,1,0,0
last night with a purple unicorn and a booty ,1,0,0
bathroom selfie? ,1,0,0
what drone?  ,1,0,0
bday babe  ,1,0,0
I wrote this in 5th grade... nothing has changed.  ,1,0,0
ouch boo boo kitty ,1,0,0
soho ,1,0,0
chella...  ,1,0,0
gorg is wild ,1,0,0
being unicorns on set ,1,0,0
and another from my cover story ,1,0,0
inside ,1,0,0
May issue cover! shot by the wonderful ,1,0,0
baby Jo ,1,0,0
calm before the storm ,1,0,0
vibes right now  ,1,0,0
cover of Harpers Bazaar shot by ,1,0,0
boys ,1,0,0
woke up like  Hoppy Easter! ,1,0,0
wrapped  ,1,0,0
me + these pretty ladies ,1,0,0
found this last night. thought of you. ,1,0,0
baby's!  ,1,0,0
driving through NYC like... ,1,0,0
this is happening ,1,0,0
ck. See more of the Denim Series featuring me at calvinklein.com/kendall!! ,1,0,0
Just me in Proud to be the face of the new Denim Series! ,1,0,0
find me. ,1,0,0
last one! April Vogue spread ,1,0,0
"me, G, and norm in April 2015 Vogue! ",1,0,0
shot by the amazing April 2015 ,1,0,0
New video  www.esteelauder.com/courreges ,1,0,0
Dream team ,1,0,0
miss you moi! ,1,0,0
"happy birthday to my incredibly silly, wildly handsome big brother!!! YOU ARE MY FAVORITE PERSON...ever! this guy is responsible for all the belly laughs I've had throughout my entire life. all the love in the world for this man.  ",1,0,0
typical ,1,0,0
home  ,1,0,0
thanks for hooking me up &  ,1,0,0
girls night  ,1,0,0
missing the fam ,1,0,0
I knew we were sisters ,1,0,0
thank you for a lovely night last night (and the greatest date)!  ,1,0,0
today's show ,1,0,0
I feeeelllll you. ,1,0,0
TAKE ME BACK ,1,0,0
ask and you shall receive. selfie for all 20 mill of you  thanks for all the love ,1,0,0
London ,1,0,0
books n learning ,1,0,0
backstage  ,1,0,0
COLD?! ,1,0,0
spent my Vday with G and a million amazing fans. lucky girl  ,1,0,0
Ye. ,1,0,0
me and my lil monkey inside my cover shoot. shot by ,1,0,0
Diamonds Are Forever ,1,0,0
Celine so mean ,1,0,0
we're eating raw oatmeal. ,1,0,0
too many ,1,0,0
tlenaquogv. ,1,0,0
my cover! ,1,0,0
LOVE cover! ,1,0,0
1 year ago with ,1,0,0
touch ups on set today ,1,0,0
Towel Series 62 by ,1,0,0
CHANEL ,1,0,0
out ,1,0,0
chilly night on the Ferris wheel ,1,0,0
Johnny&Winona  ,1,0,0
of course some shit go down when.... ,1,0,0
and another one! check out my full story at http://vogue.cm/1IglmMX ,1,0,0
no you're cool. named British GQs coolest woman?! ,1,0,0
sister selfie ,1,0,0
in my own little galaxy ,1,0,0
"gotta be a big kid sometimes. check out . story online now, on newsstands Jan. 24th ",1,0,0
on the bus. love these two. ,1,0,0
raining ,1,0,0
I love Winnie da Pooh ,1,0,0
me by and for campaign SS15 ,1,0,0
rockin with the fam ,1,0,0
we got you DJ ,1,0,0
cuddle boy ,1,0,0
Ski don't gooo!  ,1,0,0
weirdos ,1,0,0
come find me ,1,0,0
sandy Balmain ,1,0,0
happy new yearrrr!!! ,1,0,0
Dubyeeee 2014  ,1,0,0
incredible place ,1,0,0
I'm third wheeling HARD ,1,0,0
Joyce is life  ,1,0,0
Xmas morning watching The Grinch. YOU GUYS. ,1,0,0
betta notttt ,1,0,0
caught him ,1,0,0
just killin it on the dance floor with the kids ,1,0,0
hi Santa! ,1,0,0
 where's the mistletoe at doe?!? ,1,0,0
okkaaayyyyyyy!!  ,1,0,0
skallywags ,1,0,0
game face ,1,0,0
we don't fvck wit YOOUUU ,1,0,0
the gingerbread man has a sweet driveway ,1,0,0
I'm gunna swing ,1,0,0
already ready :) ,1,0,0
starting off 2015 in shot by ,1,0,0
squady  ,1,0,0
twinning and we didn't even have to try  ,1,0,0
Love my bracelet! They just donated to great cause. ,1,0,0
he's 5 and I can't take it! stop growing so fast buddy! love you Mase  ,1,0,0
can not wait to go home to this. ,1,0,0
snowy night  ,1,0,0
face off with & ,1,0,0
Yeezus walks ,1,0,0
'tis the season  ,1,0,0
coming Monday  ,1,0,0
nom nom ,1,0,0
smelly's girls party!  ,1,0,0
 ,1,0,0
"it's 68 degrees, and there is a 30% chance that it is already raining ",1,0,0
above the clouds ,1,0,0
a picture does not do this place justice. ,1,0,0
happiest place on  ,1,0,0
thankful for you baby sis ,1,0,0
okay deeennnnn ,1,0,0
taking pictures of me taking pictures. hi G! ,1,0,0
Rest Peacefully Mike Brown. ,1,0,0
my cover of  ,1,0,0
babes ,1,0,0
auntie Kenny carpooling the little monster ,1,0,0
my dawgs ,1,0,0
scary-go-round. Mason knows how to throw a good party  ,1,0,0
hm ,1,0,0
this is exactly how I feel right now  ,1,0,0
I am super excited to announce that I am the new face of check out http://www.esteelauder.com/kendall to see more...I still can't believe it myself! ,1,0,0
sunniest sunset ,1,0,0
repost  ,1,0,0
oh. good morning? ,1,0,0
diners and earmuffs ,1,0,0
dad is so proud ,1,0,0
last night was somethin'  ,1,0,0
love on top of LOVE. so much love today!!!  ,1,0,0
me and skiiileton ,1,0,0
Luigi-Mario....Mario-Luigi ,1,0,0
KenTySkyeCarVis  ,1,0,0
excuse me sir. what's the time? ,1,0,0
in honor of Halloween. with .... guess who.... ,1,0,0
"happy birthday to my dad, my everything! ",1,0,0
"blood, sweat, and only like one little tear. ",1,0,0
Mowgli  ,1,0,0
let's get the whip and go ,1,0,0
we had a hat party last night  ,1,0,0
loves  ,1,0,0
where's the tractor? ,1,0,0
 ,1,0,0
picking 's ,1,0,0
remember this?  ,1,0,0
NY's psychos  ,1,0,0
this guy must pull a lot of bitches ,1,0,0
daddyxkennyxkyles ,1,0,0
just flipping through  ,1,0,0
the movie is always better the 3rd time? ,1,0,0
snuggs ,1,0,0
vibes ,1,0,0
 ,1,0,0
Weeknd at the bowl ,1,0,0
"ummmm hi Trav, ya I'm driving... ",1,0,0
the flashes  ,1,0,0
J's disguise ,1,0,0
after hours at il mulino ,1,0,0
pay no mind ,1,0,0
lonely cloud ,1,0,0
sleepy dark Bambi ,1,0,0
free the nipple ,1,0,0
today at ,1,0,0
only brings this out of me ,1,0,0
yahh ,1,0,0
LOL so much Balmain booty!!! ,1,0,0
BELL-BOTTOMS ,1,0,0
Jazz is Paris and Paris is Jazz ,1,0,0
dreamworld. goodnight  ,1,0,0
this is amazing  ,1,0,0
bob?  ,1,0,0
Milano gelato ,1,0,0
Dolce & Gabbana finale. front and center ,1,0,0
backstage touch ups with my love at Bottega Veneta ,1,0,0
my baby Karlito! ,1,0,0
you can't sit with us ,1,0,0
"pizza, Duomo, pigeons...lady in a yellow shirt ",1,0,0
Happy Birthday  ,1,0,0
big girl chair ,1,0,0
perv  ,1,0,0
blurred lines  ,1,0,0
DAGGERS  ,1,0,0
donuts? dancer? donuts. ,1,0,0
currently... ,1,0,0
2 and 3  ,1,0,0
it's getting HOT in here! ,1,0,0
 ,1,0,0
regal? ,1,0,0
coming soon! ,1,0,0
sounds about right ,1,0,0
Miles makes me giggle. ,1,0,0
right here ,1,0,0
 ,1,0,0
s'cute! ,1,0,0
Yeezus just rose again ,1,0,0
suckling on my Teen Vogue. ,1,0,0
he wiped it off after  ,1,0,0
let's all meet at my place... ,1,0,0
best group selfie ever? ,1,0,0
RIP ,1,0,0
"September 28th, 2015 ",1,0,0
sassy pants ,1,0,0
my best friend ,1,0,0
happy birthday to my teeny tiny baby sister I love you! ,1,0,0
this is everything... ,1,0,0
"""do you ever just sit back and realize.....Batman has to watch over all of this.""  ",1,0,0
"this is our elephant friend, Billard. ",1,0,0
J ,1,0,0
city slumber party in  ,1,0,0
 ,1,0,0
My September covers are finally here! Check out this one by + and visit for the other version! ,1,0,0
sooo many pictures ,1,0,0
love child ,1,0,0
's birthday!!!  ,1,0,0
with the boys ,1,0,0
happy birthday !!! let's get crazy tonight!  ,1,0,0
where am I? ,1,0,0
3 skies ,1,0,0
1:40 by the fire. hi Jordyn ,1,0,0
1:30 by the fire ,1,0,0
more from LOVE  ,1,0,0
 baby bee ,1,0,0
sure is ,1,0,0
andddd my COVER of LOVE is finally here!!  ,1,0,0
our teeny tiny mascot ,1,0,0
"""sibling rivalry"" ",1,0,0
"hangin by the beach, just tryin' to be a fountain ",1,0,0
off to the races!  ,1,0,0
on top of the world ,1,0,0
girls getaway  ,1,0,0
I love baby love ,1,0,0
me by and for ,1,0,0
advice from Lucy  ,1,0,0
like a polaroid picture ,1,0,0
last nights Balmain look ,1,0,0
a great time tonight with all these beautiful people ,1,0,0
 ,1,0,0
she looks up to ME ,1,0,0
happy birthday Poosh!!! ,1,0,0
can the people next door be quiet? my freckles are trying to take a nap  ,1,0,0
a very mature breakfast ,1,0,0
I mishhhh you guys ,1,0,0
"I won't see fireworks this year sooooo, throwback to when we woke up Thailand with our fireworks. Happy 4th of July 'mercia!!!  ",1,0,0
